X1,X2,X3,X4,X5,Y
0,-17,8,-3,1,14.36999723977947
11,-19,-7,-12,15,-169.02119180746465
-14,12,20,4,19,408.1233017198441
9,15,2,-7,-18,128.7544150699977
12,-4,12,11,12,-31.9651093947139
-2,3,15,-3,6,106.54174091599324
-17,-18,-7,14,-10,-54.86600249958117
-14,-17,-17,13,6,-156.9295625887281
15,19,-12,-9,18,-324.6509427633306
14,-8,-12,9,-12,-88.2670717561491
-1,7,-17,-8,9,-126.44572401303067
4,-11,19,-16,-10,-56.85321616579326
-20,20,-11,18,-1,31.121410634890843
1,-19,11,14,-4,44.1521357473528
20,-1,18,10,-5,-137.06801234904393
14,11,4,-12,-17,94.2563560818866
16,12,-10,9,15,-39.35037357161487
18,-19,-8,-19,-10,66.15254079353248
16,14,-8,19,-3,110.56398149010424
-8,3,-4,18,-14,103.81191361793302
-1,1,16,5,-2,-34.66981650775871
15,-6,-3,13,-10,65.85556475014069
9,3,15,-19,7,133.49386821820644
-10,1,-9,8,5,-98.99488323722998
7,4,20,5,5,81.73216311189726
-6,-18,8,0,-17,-136.00000000000085
10,18,-12,8,-20,223.14082144484726
8,-12,11,-14,-6,-103.85782269601208
6,-6,19,18,-1,-14.418923829747248
7,11,10,-5,1,6.760060213419324
9,0,17,-3,10,207.5125528801522
5,0,16,-2,20,342.2815346158334
-14,-12,3,4,19,110.8352050669491
-17,-17,6,4,11,130.02936972264516
-10,-2,-8,-8,20,-201.3281951810642
-14,15,-18,3,-8,98.39695546959834
11,2,14,-14,9,130.65334033303074
-5,20,10,7,7,63.93598280551715
0,20,17,13,-17,-394.0151085185708
8,6,-1,8,1,5.946613807830913
-2,3,2,6,13,31.468368504581594
14,-6,3,-12,14,-308.1527254213714
13,12,3,-4,17,-53.391906925382166
6,1,-6,-10,15,-174.45714607572262
8,12,7,-3,13,43.48305223457333
16,19,7,15,-1,6.037647545670692
-18,-15,-17,-8,7,-107.38450440097357
20,4,-3,15,6,-168.64782163010355
8,-19,-8,-1,-13,107.16953713242718
9,-8,16,-14,1,11.659009645833104
-2,5,9,-7,8,-7.113768360050861
-10,-18,4,-13,-20,289.7119370274817
16,3,-19,5,20,-208.99033802362825
18,18,5,-7,-2,-31.209348515455044
-9,-14,-1,19,0,-0.0
-8,17,-4,-1,2,-10.057126622363507
-10,-5,-20,-11,3,-130.29844063751295
-18,3,11,11,1,-16.361901473997357
10,2,-12,-8,-1,8.224807233259897
-18,11,1,-11,-16,-157.741659700378
2,-11,9,-1,-19,-169.93637120969896
15,2,12,5,6,39.43622665862926
8,-11,11,8,18,293.8448053101372
19,-5,-20,11,-15,339.90356870965985
16,10,12,14,20,350.5959161284946
-5,-10,18,-20,4,152.03811677330512
-12,7,16,-7,17,166.21224100234235
14,7,6,-6,11,6.759959942466908
-20,-18,-13,13,13,-78.04074293913332
18,-16,-1,-18,-1,-1.6379121702721666
17,-12,-2,3,0,0.0
-16,17,15,-2,-13,-185.4931457896781
19,-5,15,16,18,145.97382481680668
-18,13,6,11,-19,-203.89340776032338
-12,8,15,-15,-13,-20.98491000859904
16,17,18,9,-15,-319.74186019630173
6,-17,-7,-19,0,-0.0
-3,3,17,-9,-9,-257.4332025879666
-1,16,17,-1,-20,-379.74595114747797
19,14,1,-4,-3,-4.572549206590407
-13,6,-11,10,10,11.935750325853274
-8,-2,10,20,-7,-215.6820351656949
5,15,-6,-4,18,-192.30292587303492
17,4,-9,14,-6,107.233007917828
10,-15,-11,13,-11,427.9324886645933
-1,-12,15,-4,-6,-143.66804422666158
-5,-3,-6,6,-1,4.065209077174588
-20,-12,-19,10,13,-246.0735686684291
6,-13,4,-12,-8,-50.57231681021293
11,-7,3,3,13,43.12054780790265
-4,11,-3,-17,-11,80.85884206564909
1,14,5,-20,-2,14.270967552627273
-4,0,19,7,8,247.4112415317902
15,9,5,-17,6,2.706770015907856
4,5,-3,11,19,-95.95825386590356
2,2,18,-17,18,476.59162277721055
4,5,14,-3,-13,-134.05642437562443
-15,-15,-11,-9,5,-115.24421982492925
-20,-1,-17,5,6,-100.09997017726336
-17,-8,-9,7,20,-317.884352822112
6,-8,-18,-2,-13,236.67819228065645
2,4,4,17,-11,-416.15119429259806
12,4,1,11,5,42.05080091729407
14,-15,3,-1,-12,-31.69804223220386
4,16,-9,-16,17,-487.78422924491827
13,13,8,-16,-5,-62.15249624101019
19,1,9,2,17,216.09847305247638
11,-4,0,-20,-10,-34.51298108045593
13,-13,17,-7,-16,-231.07538434544128
6,-17,19,10,-1,-22.49225261628417
-20,5,-11,6,-17,274.3822229718118
-10,20,11,17,16,362.94240276806516
-15,8,19,2,-3,-45.77914338553778
1,5,-2,-3,15,-23.363997485300416
8,-8,18,18,-16,-167.6374009850422
3,-20,-3,7,-5,-6.495231799402438
-16,-15,7,7,6,32.687333896927406
5,-4,-10,2,6,-67.82869145662221
-20,4,15,0,-9,-135.0002812482422
2,10,-3,6,18,-203.86402972143003
18,5,-19,-3,-4,99.2643433501132
-1,-9,17,15,-2,-16.28448005089158
-11,3,-8,9,5,-65.28598615841962
-3,1,2,-17,16,192.9634561029985
19,-1,-7,-9,3,-68.99001112466576
3,4,-14,-4,-19,302.08504335186484
-19,-2,9,-17,-20,-42.31864057242187
14,7,10,13,-8,-45.65212704876776
12,7,12,-7,-16,-175.86509640113735
14,-7,-20,6,1,-22.182967083714033
-2,-1,-11,-17,-9,50.258046001171714
-10,-16,13,-2,5,70.48218139369283
3,9,19,2,3,59.23724131075921
2,-17,-13,-3,-6,85.02162506039721
8,-20,13,-16,-2,-63.22206409277393
4,-11,1,-20,-11,133.21878223287345
13,6,-15,-9,15,-288.902847253887
-7,17,-16,-11,-13,178.74011616975466
-12,-7,3,14,18,113.7484938066834
10,19,-16,-12,-20,872.6225827025085
-11,12,-2,-2,-20,25.930538922482715
-2,16,2,-2,-17,-32.196695658374814
-2,-12,16,0,-18,-288.0219672931413
-14,-20,1,-17,-16,-327.19353087295224
-2,-7,15,14,1,25.806072761424723
-20,7,-7,-1,11,-90.14889462267847
5,19,-6,4,6,-18.060178590092605
-12,-17,12,-10,-11,-222.71612519457958
-7,20,-4,3,-19,-7.6513481279760445
-18,18,-10,14,7,-144.29763669409112
2,15,11,-15,-18,-525.6171420746088
15,20,1,-16,11,-87.02718777538496
-15,19,-10,14,16,1.6055806441502511
-9,-6,-9,4,-1,13.949988086643549
5,-4,-4,-14,7,-40.07090272430692
9,-17,-3,-12,16,-441.4657209684887
-18,17,-4,2,18,-113.1449903164286
-18,-12,15,-9,-12,-150.0858988929274
20,11,4,0,-1,-4.000000000000024
20,4,9,20,9,55.44309351418719
-1,-17,8,-16,-14,-423.623531376532
-4,20,13,17,19,-209.94413686682347
-7,-6,14,4,-17,-248.30672478490678
-19,11,4,-15,0,-0.0
-8,0,-13,14,-15,27.625554757160636
-2,8,-20,6,-7,124.0166189173992
-6,-14,-7,2,4,-40.48384659891111
16,2,19,-19,2,9.85515144433754
20,9,-18,-18,20,-179.20144714352665
2,13,-18,-2,-2,34.690150234707765
18,13,-16,-13,16,-224.36551268399944
0,-4,14,10,1,5.422812849992596
-11,-16,8,1,-5,-41.929238004290454
8,-20,-7,5,13,-133.37431604288474
19,11,-7,-14,10,-1.0750259441261327
-9,-4,-19,7,0,-0.0
-7,-9,5,-17,2,-18.020260816010996
-3,10,6,14,-16,-12.238989149151564
-14,3,1,-5,14,-51.30814722737266
13,-15,-12,3,5,-57.2976761781047
17,-20,-5,-7,2,-28.65187369631182
11,8,-11,4,8,-91.01652915069023
8,-15,15,-12,10,237.95762105829027
0,-15,13,-6,-9,-180.27241327473246
-2,-2,15,14,-2,-82.64547985415649
4,-12,-1,4,20,-4.515633587788139
-3,-7,-16,-11,2,-10.584324926190195
13,-11,-14,-8,15,-160.50732336248169
-6,8,8,13,-13,-406.84033699650115
6,-4,11,12,6,-10.462005145761777
-6,14,20,-7,19,458.7474021254428
6,-5,1,10,-20,50.67654403698272
-7,-14,15,18,-18,-422.19281926057886
-17,-7,-10,-13,15,-33.83258958933211
-19,10,-1,10,-16,-70.99896934253641
-4,7,-10,1,20,-201.46642314013684
16,10,19,-19,17,-265.9233291849366
-17,3,-17,-14,3,-88.09103270610474
12,11,-10,-16,-4,89.42791841425678
5,10,-3,-3,7,-2.294780234009167
-13,3,10,-19,-17,191.081457157206
4,-2,14,11,14,404.8673730383536
-19,2,-7,18,17,-701.0546174175853
5,-19,13,-17,-10,-432.09295190927537
-12,19,20,-4,-18,-334.35697294747945
-19,15,17,13,1,22.861491078842022
13,0,2,8,-9,54.2541094562125
8,-7,8,-17,19,419.1411690093494
17,-19,-20,-7,17,-365.7586617809929
-1,16,16,6,-20,-549.4195133854735
-10,5,13,2,-3,-42.4816820363974
-10,3,15,3,9,102.94328378250086
-4,0,-6,17,15,299.17431661384916
4,-2,17,-1,-11,-197.23842149591317
-8,-6,-19,13,8,-371.57256216123915
11,4,1,-19,12,140.46509191546625
-11,7,-19,18,-4,69.63388267797161
-9,-20,9,18,-18,-23.080602600141667
-5,-20,19,18,-17,-546.7064551601711
5,-17,11,18,-8,-187.83342207735828
-14,-16,6,3,15,191.8411134121203
-12,4,-1,-1,14,-6.322958072150368
11,-7,-1,17,-19,73.22212138625723
18,11,-11,14,2,-40.997473681556016
-20,5,-19,16,-18,204.6090025648852
11,6,15,-6,-7,-64.16405254452046
-6,7,-12,-2,7,-90.77844082468712
-5,-13,6,1,-6,-29.72209229207229
-16,-5,-3,15,12,-346.3694245898563
3,-18,-1,2,-2,5.507976361986622
-1,-5,0,-3,-7,-39.5653764469853
8,14,-4,20,-18,399.62127142932536
3,3,-17,-14,-12,259.2543141226634
8,-5,-12,-4,9,-160.1311288988662
6,13,11,2,10,85.45853586471196
-14,-18,-2,13,3,-2.9325735030067204
3,18,-16,-5,-1,9.212876716734577
-15,2,-4,15,-19,133.70044540877572
14,9,13,3,6,90.88248665298394
-10,-18,18,-3,-11,-180.83509102500258
-5,16,-13,19,-9,238.98429461434984
19,12,-10,-11,13,-133.39579254940975
15,9,-7,0,16,-111.99999999791902
-18,12,-17,4,-8,160.31786517860579
-5,-3,5,-8,-15,-55.727204604710266
4,17,14,-4,3,39.02658246524482
16,-8,-13,11,3,-98.49001827932804
1,-3,19,0,1,21.5
-7,-5,-10,-11,-18,229.11291729711547
-19,-13,4,15,18,-6.892144737970138
0,5,1,-10,13,-62.78591091232252
-13,6,12,-4,4,13.90558922722387
-14,19,0,-17,-18,-61.24205083842611
-16,-7,-4,-9,-9,-125.0050064437445
5,-19,-13,-19,-18,79.71726324863666
13,-1,11,-2,-18,-218.94730834824446
-15,3,4,13,-3,-27.185671835326264
-19,3,-19,-18,15,-610.3445005228052
20,10,-17,18,11,-147.70868576349955
-13,-17,-7,5,8,-10.119217280920104
2,6,-17,-13,12,-182.32248697843426
-9,3,-19,-19,-5,120.07578281259401
10,5,-12,4,20,-263.51698601212667
-16,10,-3,-4,-16,46.54600112991867
10,-20,15,-4,5,72.65412419241818
-19,1,17,7,20,525.7294703699135
0,18,-11,7,13,-156.90511275426496
-4,-10,17,14,11,329.9515617360232
-15,-18,13,-14,11,178.45088958270506
-7,-13,-4,-8,-5,-20.14054767772619
12,9,-4,-13,6,-70.9947485827331
-18,1,3,18,5,-31.3467346114901
1,-10,12,14,4,77.51410793040904
3,3,5,10,-1,6.971784819179893
17,0,-11,-19,6,-46.273021097726094
2,-10,-8,5,-8,31.992253246649675
-15,-4,-3,1,0,-0.0
3,-16,9,-13,-15,-281.5508822456886
15,17,4,-13,-13,75.64093034040077
20,-14,-18,-7,-16,175.0557594938242
-15,-2,-4,2,8,-55.195577354502475
-1,4,-19,18,-18,571.7835428598862
-15,4,0,19,10,309.298256389709
10,0,-7,2,-11,31.00567324998137
-20,15,-5,-17,-11,149.24164670304273
-13,9,-3,-15,-19,610.6753831321403
-8,-3,-3,18,13,-260.7059729597225
7,18,-14,-15,-3,53.36731444547432
1,12,-9,3,-5,37.34085832795003
9,16,14,14,18,632.9887642035873
-2,14,-19,5,16,-450.9976513491328
-20,20,12,-3,-16,-227.05490722091722
-13,-12,-20,-20,6,-248.94551341355194
-13,4,-11,-15,-4,129.54429434620866
2,0,5,5,-14,-32.05119662252588
-18,-11,2,5,18,-88.0013009039157
19,-12,-12,20,13,-666.1323372073206
13,-6,-7,10,-7,54.40465702463039
4,-20,14,7,20,493.85233397650074
-18,20,4,10,15,33.51880261105067
-9,9,18,13,17,183.81631457158485
-6,-12,-9,19,-14,518.2428553107925
-7,19,13,-14,-7,-58.624319713718414
-12,-3,-10,4,-18,174.67082291637047
0,-17,20,-6,20,745.5132977105905
20,-11,-5,2,3,-15.696414924315997
10,4,11,3,0,0.0
3,-2,-1,12,-6,35.76578185228423
18,-4,-4,-3,17,-112.25526026192715
0,-7,-1,-20,-5,-61.396179543082624
20,-4,-16,-2,-11,145.51585072023548
10,20,-11,-9,-14,244.38571739543812
8,-11,7,4,0,0.0
-3,-15,15,-3,-11,-173.0228634877811
-2,20,6,-14,6,137.6979678691519
10,10,-19,13,5,-124.05405940184089
1,17,6,19,19,-100.22894736109541
-3,9,-17,-8,11,-205.69084128149134
-10,18,3,-19,12,-339.5348658521703
19,-6,7,-12,16,241.92052809629433
-8,15,11,13,11,-99.51854609806144
-6,12,-5,16,11,63.03055476937671
-6,-13,14,-8,0,0.0
7,10,-19,9,16,-189.815982073055
-10,1,13,-8,-15,-204.32479275467227
11,12,3,-11,15,81.45753544998719
-3,-9,18,-13,5,35.83505283958538
10,19,13,18,-11,-8.679376218655232
-3,13,-19,-19,18,-149.49338560303894
0,-17,11,-8,5,95.05147876751651
-6,-10,-16,-11,14,-343.982156127371
-13,19,-15,-8,-19,475.3318940043022
16,14,20,-20,-5,-60.58461463955942
6,-17,-6,-9,0,-0.0
0,-2,4,8,-15,-435.4452333321179
-3,-16,10,-10,15,172.9362535451941
-13,-10,15,-19,11,108.14497068364966
12,20,-3,17,-17,-53.65773326303394
1,5,-2,19,14,-18.802298480570272
13,15,-7,2,-15,114.4655335136072
11,-2,-10,7,-11,110.24359403769822
-14,13,-20,-12,-11,42.39150986895563
20,14,1,-19,20,-79.2101498056941
-3,14,-13,-14,17,-524.2612768289483
-2,17,-1,-14,-2,30.132669434050293
0,7,-11,-13,14,-157.87104722773933
-12,-3,20,-3,-5,-85.02873694673328
7,13,15,-17,5,64.84268822297213
16,4,8,-4,14,85.38404113055617
4,14,-17,8,16,-438.91430638734744
15,17,-3,16,-9,334.2465061500254
19,9,4,-14,-2,41.111304262247835
4,-3,-12,13,5,-137.03258040862704
-10,2,-10,-3,-6,52.229084339307185
9,1,0,17,-17,154.9665521681299
-7,13,-5,5,-4,25.03457905082554
-13,11,-8,-3,-4,21.99292389122773
-10,-9,7,4,10,45.29739248559629
18,0,-9,-12,-18,-17.2223877228219
6,-6,-19,-11,-12,197.25052050985818
1,5,-19,18,-2,30.013174099403273
6,15,-14,11,19,-129.29738365565788
-2,7,-15,-7,5,-70.89976012090277
15,-15,19,-18,-5,-84.44825098139339
16,19,-2,-8,10,56.64711496310822
-14,-2,-11,-8,-11,280.09458391527266
9,9,-9,-2,16,-177.24094526443312
9,-12,13,4,14,80.94789193824822
2,20,10,5,17,214.59259944323273
-3,9,-8,-18,-16,-54.188831154557505
-4,-13,17,-12,15,243.60730821172504
-6,-5,-12,0,8,-95.99485662852
10,6,-1,-17,7,18.59581635184229
5,6,-16,7,-9,10.158651450386145
7,-15,-12,-7,-19,226.41285125512533
-15,2,-20,-11,7,-199.37300593060596
-16,12,20,16,-11,-160.57216259299352
12,-1,-8,-9,-19,168.5244400360385
4,4,3,-18,-1,18.93462791165689
-14,-12,8,2,-12,-115.59097819573003
-2,-20,-16,-6,0,-0.0
-9,-14,-19,-6,-6,112.22768942628844
20,-7,-18,20,3,-24.684578050719168
-17,0,-18,11,-5,70.95466305848454
4,-20,-18,2,15,-298.6990529349148
-6,4,8,8,10,31.988569422671734
1,13,-11,3,-17,194.31689302801874
-6,-15,-14,-13,12,-252.69204781461661
9,2,-19,15,-10,91.43900585221333
11,12,-3,13,-11,306.9347485662963
16,6,-7,0,-3,20.99999910593038
18,1,-9,-15,9,-130.09963096822435
-4,-11,-8,-15,19,88.34937953530861
-15,-3,18,16,18,256.46556325118075
-7,15,16,10,8,239.04625014198734
1,19,-18,4,-13,192.3921592422982
16,-3,15,14,-7,-37.23955033099085
2,-17,4,20,2,-19.226641182325192
-12,11,-7,-5,-13,215.0468975621051
-9,3,0,9,13,-80.31820847139872
-17,8,-13,-8,-10,130.0504866647614
-2,-7,-15,-7,-2,27.37081401239703
-13,1,-15,0,-20,292.85714285714283
-18,-17,-20,-3,17,-362.3238726916536
17,-10,-17,-15,2,-62.85374259411006
-20,-7,-4,3,18,-65.00320877381463
1,-20,1,6,0,0.0
4,3,16,8,7,101.83225426422246
8,-15,-6,-15,12,-215.9452766971511
12,12,13,-10,11,368.13168521524403
17,-4,-20,-15,-19,570.3095752121989
1,-5,8,-13,8,164.84535005658526
-14,11,15,14,-19,-454.6472042707018
-14,9,20,-19,7,88.90562180850121
-4,10,5,-6,17,130.3774522916373
-11,9,-16,-6,1,-12.891944980552639
-12,-19,-12,5,-14,161.6643655510668
-1,-2,-10,-19,19,-328.9740708443418
19,-7,7,-1,16,141.7629458154226
-19,13,-9,6,-18,148.26202704794156
-5,-19,-15,-14,0,-0.0
1,3,9,2,12,170.2012738744948
3,-18,8,17,-19,-465.7837536768231
3,-14,-15,19,8,78.1606667182077
12,-4,-17,1,1,-15.933622057583204
19,-11,-19,18,12,-168.4080799030956
15,-13,-17,3,-5,63.31417859925438
5,1,-1,-14,6,-74.54308541519251
11,13,-17,1,-5,86.90275034722767
5,4,-17,10,-1,11.249708634387538
18,-12,-17,-13,-8,192.15679716351391
3,1,11,10,6,40.31123798677015
5,-17,-3,-4,-12,-54.65055515941545
5,9,18,-6,-8,-161.82580985013988
-16,18,-10,-8,19,-33.73487618505427
15,-1,5,-5,5,9.64697264271955
12,-6,9,17,-2,0.3665674314945904
9,-14,-12,1,-11,130.325230573255
0,8,7,-15,-9,-245.4622307280719
-12,-7,-16,8,7,-178.90380246714656
6,-5,-2,-19,-5,108.64472137249079
-2,-11,-5,18,-19,491.14656514575717
6,-16,-19,20,-8,147.7639204486884
-4,-1,-16,18,16,-467.51127481836784
-12,-10,16,-3,14,222.0150105973688
12,19,11,7,16,135.2458769312375
11,2,-7,-11,16,218.95966108976583
-5,4,12,4,16,262.57634257234207
11,18,-4,5,-2,-10.56775746517027
18,0,-12,-4,10,-127.31176891918417
8,-5,10,20,9,183.21716351177875
-17,5,-19,-4,20,-560.3334489870756
-11,15,-15,9,8,-192.78718079479194
2,11,-19,7,-16,242.20671750782037
14,-4,15,-20,-12,-52.843449909400384
-15,12,-5,-1,5,-25.10859865349557
18,2,-20,3,16,-336.05842482126036
-6,3,-6,19,4,-42.780089393485284
2,-15,15,-2,8,122.46981195103251
-10,-5,14,8,-10,-124.99601887953793
11,14,16,11,17,612.9408765228252
-8,-1,11,0,-1,-11.555555555555555
-8,-20,2,-7,-5,-14.761712078032003
19,1,11,-5,1,14.17317018159604
3,-10,-5,-13,4,-6.124901703367884
-7,20,-1,-1,8,-12.88405375436397
-2,-12,-17,-10,-3,66.38730111632592
8,-15,-8,7,-6,57.80026452812761
-13,9,20,-3,-1,-19.24182981468742
-1,19,16,-6,6,86.93129797695242
3,-17,14,7,-14,-287.8305331679063
-15,8,-9,16,1,2.5247713197701875
5,11,-17,-19,7,-155.53168367413699
3,9,-5,-6,16,-25.916178780900385
19,6,-18,17,19,-554.7202377408786
-1,12,9,0,-10,-115.0
-16,-3,-5,-12,-5,101.20607300761088
-13,-19,-4,-7,-17,177.58201991108027
-11,-19,13,-11,9,137.72871643321218
12,-18,13,5,9,115.80712714128589
-6,-6,-2,-18,-9,79.78273379128376
-15,-9,8,-12,-2,-22.428596425307703
-3,-5,-18,0,14,-251.71311475409837
-20,15,4,-4,-16,-38.79993996284594
9,-18,18,-1,1,17.834783673650726
6,13,13,15,1,7.497161619108672
-19,1,19,-17,-9,-14.565075879085182
6,-4,-2,14,14,30.49048420739656
-14,-6,-3,12,-17,398.66133662571247
-5,9,-11,6,-5,89.32037469648665
-10,9,9,-11,5,54.97184539940057
-8,-17,-14,3,-6,59.72099874244758
